business_used_car_id,created_at,deleted_at,modified_at,description,car_transmission_kind,company_service_type,color,distance,fuel,image_src,model_option,model_year,name,passengers,member_id
173,2021-09-08 11:27:17,2021-01-22 15:26:29,2021-06-04 06:34:10,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",STICK,DIRECTTRADE,Teal,58,GAS,http://dummyimage.com/236x304.png/ff4444/ffffff,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,2011,Camry,2,427
174,2021-04-08 13:40:50,2021-02-09 15:29:57,2021-03-17 03:52:05,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",STICK,SALE,Blue,55,GASOLINE,http://dummyimage.com/248x342.png/5fa2dd/ffffff,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,2012,Quattroporte,7,958
175,2021-03-25 00:22:50,2021-04-20 05:39:00,2021-02-18 04:58:04,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",AUTOMATIC,DIRECTTRADE,Puce,36,GAS,http://dummyimage.com/239x161.png/ff4444/ffffff,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,2010,Venza,5,263
176,2021-07-09 06:49:47,2021-08-30 15:00:27,2021-03-21 22:40:30,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,AUTOMATIC,DIRECTTRADE,Puce,83,GASOLINE,http://dummyimage.com/217x155.png/dddddd/000000,venenatis tristique fusce congue diam id ornare imperdiet sapien urna,2007,XC90,2,325
177,2021-05-04 17:55:09,2021-06-19 05:11:36,2021-08-26 08:28:34,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",AUTOMATIC,SALE,Puce,3,DIESEL,http://dummyimage.com/128x128.png/5fa2dd/ffffff,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,1993,Lumina,1,519
178,2021-07-01 17:36:22,2021-07-21 11:30:08,2021-07-02 14:06:09,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",AUTOMATIC,SALE,Maroon,28,DIESEL,http://dummyimage.com/228x151.png/dddddd/000000,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,2003,H1,1,238
179,2021-01-14 00:59:50,2021-06-07 14:53:02,2021-04-24 17:36:28,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",STICK,CHANGE,Blue,65,GASOLINE,http://dummyimage.com/162x337.png/dddddd/000000,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,1992,80,6,880
180,2021-08-21 11:08:09,2021-04-07 00:47:13,2021-04-12 09:40:10,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",STICK,SALE,Puce,64,GASOLINE,http://dummyimage.com/112x176.png/5fa2dd/ffffff,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,2003,Blazer,6,772
181,2021-05-06 09:56:54,2021-03-01 03:25:29,2021-02-03 23:51:05,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",STICK,CHANGE,Aquamarine,21,GASOLINE,http://dummyimage.com/114x313.png/dddddd/000000,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,2012,iQ,5,21
182,2021-02-28 23:22:32,2021-07-27 13:00:13,2021-02-04 19:31:46,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",AUTOMATIC,SALE,Teal,58,GAS,http://dummyimage.com/236x320.png/ff4444/ffffff,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,1994,Mighty Max Macro,7,520
183,2021-06-29 12:23:30,2021-03-13 18:49:06,2021-07-10 11:34:50,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,STICK,CHANGE,Mauv,46,GAS,http://dummyimage.com/248x274.png/cc0000/ffffff,faucibus cursus urna ut tellus nulla ut erat id mauris,1992,RVR,1,604
184,2021-05-11 22:49:15,2021-06-21 03:09:20,2021-09-20 04:28:48,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",AUTOMATIC,DIRECTTRADE,Turquoise,14,GAS,http://dummyimage.com/182x259.png/ff4444/ffffff,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,2003,RS 6,3,318
185,2021-04-29 04:14:40,2021-04-20 05:08:42,2021-03-25 04:21:54,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",AUTOMATIC,SALE,Pink,31,GASOLINE,http://dummyimage.com/111x254.png/dddddd/000000,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,1966,Tempest,7,440
186,2021-06-04 11:28:27,2021-03-31 18:17:46,2021-08-14 15:50:17,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,AUTOMATIC,CHANGE,Green,7,GASOLINE,http://dummyimage.com/128x270.png/cc0000/ffffff,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,1995,Odyssey,7,587
187,2021-01-26 09:28:53,2021-08-01 12:23:09,2021-01-14 06:56:49,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",AUTOMATIC,DIRECTTRADE,Goldenrod,28,DIESEL,http://dummyimage.com/213x400.png/cc0000/ffffff,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,1993,Voyager,2,527
188,2021-07-31 17:09:52,2021-05-24 01:15:56,2021-04-08 04:08:36,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",STICK,CHANGE,Blue,80,GASOLINE,http://dummyimage.com/210x297.png/dddddd/000000,non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,1993,SVX,7,625
189,2021-06-07 21:58:59,2021-05-30 05:44:59,2021-05-21 22:09:55,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",AUTOMATIC,SALE,Red,37,DIESEL,http://dummyimage.com/152x324.png/cc0000/ffffff,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,2006,Camry,3,137
190,2021-09-22 10:11:24,2021-07-29 22:18:12,2021-03-31 15:25:57,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",AUTOMATIC,SALE,Yellow,69,DIESEL,http://dummyimage.com/119x400.png/dddddd/000000,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,2002,Tundra,7,265
191,2021-04-11 07:14:14,2021-01-28 19:09:45,2021-01-30 13:00:30,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",AUTOMATIC,DIRECTTRADE,Mauv,24,GASOLINE,http://dummyimage.com/116x145.png/dddddd/000000,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,1990,Ranger,7,925
192,2021-05-11 20:07:15,2021-07-13 17:29:22,2021-01-11 19:27:12,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",AUTOMATIC,DIRECTTRADE,Puce,10,GASOLINE,http://dummyimage.com/147x288.png/5fa2dd/ffffff,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,2010,Odyssey,7,233
193,2021-05-03 10:35:48,2021-03-17 18:20:59,2021-08-13 15:26:34,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",AUTOMATIC,CHANGE,Aquamarine,42,GASOLINE,http://dummyimage.com/234x323.png/ff4444/ffffff,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,2007,Cobalt SS,6,240
194,2021-01-16 07:47:04,2021-08-31 19:32:28,2021-01-08 13:39:46,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",STICK,DIRECTTRADE,Crimson,54,DIESEL,http://dummyimage.com/128x237.png/5fa2dd/ffffff,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2006,Dakota Club,7,28
195,2021-03-09 11:58:52,2021-07-19 10:21:08,2021-08-26 20:26:33,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",AUTOMATIC,SALE,Indigo,31,DIESEL,http://dummyimage.com/236x326.png/dddddd/000000,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan,1981,W126,6,141
196,2021-07-11 22:50:50,2021-04-06 04:58:07,2021-05-17 12:52:50,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",AUTOMATIC,CHANGE,Violet,56,GAS,http://dummyimage.com/232x123.png/5fa2dd/ffffff,amet justo morbi ut odio cras mi pede malesuada in,1983,Grand Prix,7,47
197,2021-03-13 23:05:57,2021-04-13 13:45:05,2021-06-29 10:19:21,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",STICK,DIRECTTRADE,Teal,57,DIESEL,http://dummyimage.com/250x296.png/cc0000/ffffff,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,1994,Celica,5,952
198,2021-01-07 17:24:22,2021-01-10 21:07:45,2021-01-28 04:43:46,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",AUTOMATIC,DIRECTTRADE,Orange,100,DIESEL,http://dummyimage.com/165x259.png/cc0000/ffffff,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,1994,Lightning,10,560
199,2021-04-17 22:25:44,2021-01-27 03:13:06,2021-09-03 05:00:37,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",AUTOMATIC,CHANGE,Teal,68,DIESEL,http://dummyimage.com/178x336.png/dddddd/000000,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,1994,RVR,2,233
200,2021-05-24 13:32:15,2021-02-02 18:27:54,2021-05-31 09:59:08,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",STICK,DIRECTTRADE,Violet,45,GAS,http://dummyimage.com/125x297.png/cc0000/ffffff,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,1992,Ram Wagon B350,2,977
201,2021-06-03 17:37:42,2021-07-02 23:44:38,2021-07-09 19:58:15,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,STICK,DIRECTTRADE,Mauv,85,GAS,http://dummyimage.com/165x231.png/ff4444/ffffff,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,1991,LeMans,9,511
202,2021-06-20 16:24:54,2021-01-13 11:35:48,2021-07-20 11:41:39,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",STICK,DIRECTTRADE,Violet,77,GAS,http://dummyimage.com/183x230.png/dddddd/000000,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,2000,Lumina,8,501
203,2021-04-14 03:18:52,2021-05-08 13:02:34,2021-02-23 10:02:04,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",AUTOMATIC,CHANGE,Pink,56,GASOLINE,http://dummyimage.com/225x136.png/cc0000/ffffff,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,2001,Continental,2,806
204,2021-01-15 15:38:59,2021-01-05 13:40:27,2021-01-21 16:29:34,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",AUTOMATIC,DIRECTTRADE,Teal,32,DIESEL,http://dummyimage.com/176x391.png/ff4444/ffffff,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum,1997,Celica,7,583
205,2021-09-18 23:58:13,2021-01-08 08:44:10,2021-01-12 01:23:56,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,AUTOMATIC,CHANGE,Maroon,81,DIESEL,http://dummyimage.com/243x120.png/ff4444/ffffff,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,2008,Sierra 2500,5,759
206,2021-06-30 16:09:24,2021-03-06 00:30:54,2021-07-18 03:31:18,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",STICK,CHANGE,Indigo,92,DIESEL,http://dummyimage.com/213x165.png/cc0000/ffffff,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,1991,SJ,7,803
207,2021-05-20 07:49:17,2021-06-27 16:27:16,2021-07-24 23:52:48,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",STICK,DIRECTTRADE,Puce,21,DIESEL,http://dummyimage.com/239x195.png/ff4444/ffffff,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,1999,Cavalier,6,460
208,2021-07-31 08:34:00,2021-08-20 16:56:19,2021-02-22 01:36:41,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",AUTOMATIC,SALE,Aquamarine,63,GAS,http://dummyimage.com/156x400.png/5fa2dd/ffffff,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,1993,Chariot,6,234
209,2021-09-08 19:38:05,2021-07-01 21:29:16,2021-05-11 23:47:00,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",STICK,SALE,Turquoise,13,GASOLINE,http://dummyimage.com/223x262.png/ff4444/ffffff,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,2007,S2000,10,690
